index,hash,aspect_pos,aspect_pos_string,stance,topic,sentence
3037,8fd0eaf07e82bc4ea256d7eed5edafc3,"['(5,10)', '(55,13)']","['economists', 'incrementally']",Argument_for,minimum wage,Some economists stress that a wage hike should be done incrementally .
3038,9026afc2e41b02e7a50a9a0dd097c366,"['(85,26)', '(122,14)', '(158,10)', '(169,17)']","['destruction of those lives', 'transformation', 'biomedical', 'research supplies']",Argument_against,cloning,"But the direct aim of creating human lives in cloning-for-biomedical-research is the destruction of those lives , and the transformation of their bodies into biomedical research supplies ."
3039,90b2a863454428e70b9f85479d299643,"['(100,22)', '(148,17)']","['minimum wage workforce', 'desperate parents']",Argument_against,minimum wage,"Conservative groups often argue that , contrary to the image projected by of liberals , most of the minimum wage workforce is n't really made up of desperate parents struggling to make ends meet ."
3040,90c0ec12b7f5f1e7eca36bc845f3f86a,"['(30,9)', '(67,16)']","['generates', 'capacity factors']",Argument_for,nuclear energy,"A typical nuclear power plant generates about 1,000 megawatts with capacity factors over 90 percent ."
3041,90d443d39bccb68ff2278fdf95f29227,"['(15,15)']",['zombie devotees'],Argument_against,marijuana legalization,Reefer and its zombie devotees are everywhere .
3042,91345cc724d8f61d147f90e3bad4a917,"['(244,14)']",['national parks'],Argument_for,gun control,"The Brady Campaign to Prevent Gun Violence also gave President Obama an "" F , "" in part because he signed the Credit Card Accountability Responsibility and Disclosure Act of 2009 which included an amendment to allow the carrying of firearms in national parks ."
3043,91fb603beb9cc9f0923d66c5f8b91406,"['(90,16)', '(154,7)']","['hearing evidence', 'million']",Argument_against,death penalty,"For example , in Colorado , where the Holmes jury now has to spend the next several weeks hearing evidence , the state will shell out approximately $ 3.5 million , as opposed to an average of $ 150,000 if the state had not sought the death penalty , according to the American Civil Liberties Union ."
3044,92f1b9b2814721d3005601b34bf95594,"['(36,4)']",['risk'],Argument_against,cloning,This means that human DNA is put at risk during the human cloning process .
3045,9300e00a607c541347f4a5e3f895c65d,"['(101,7)', '(109,8)']","['serious', 'accident']",Argument_against,nuclear energy,"On a day when one plant ( TMI-1 ) was shut down for refueling , the other plant ( TMI-2 ) suffered a serious accident that damaged the reactor and caused widespread concern ."
3046,9363b0021b981900812f993f4edea77a,"['(4,13)', '(82,9)']","['nuclear waste', 'dangerous']",Argument_for,nuclear energy,"The nuclear waste buried in pits at the production sites is no threat to Gaia and dangerous only to those foolish enough to expose themselves to its radiation . """
3047,9371fe8f6ce583b1005fe90217a815da,"['(55,14)']",['safety margins'],Argument_against,nuclear energy,"The AP1000 containment vessel does not have sufficient safety margins , says Lyman ."
3048,9387910c2e6e4d64c80090dc169b605d,"['(52,7)', '(62,13)']","['prudent', 'humane policy']",Argument_for,marijuana legalization,"As the Timeseditorials make plain , legalization is prudent , humane policy , and it is past time for the federal government to act ."
3049,9431d3705631b5468c987c0441ebca2b,"['(31,14)']",['counterbalance'],Argument_for,gun control,And those who do are just your counterbalance on the far left … the 80 % of us in the middle ( between the nuts on both ends ) would just like to get shot at a little less .
3050,94c4a6f3f52086c51b0667eaee1377ad,"['(34,8)', '(45,9)', '(55,16)']","['eugenics', 'ridiculed', 'God and marriage']",Argument_against,abortion,"She championed the "" science "" of eugenics , ridiculed God and marriage , and founded Planned Parenthood , which has grown to become the largest abortion-provider in America ."
3051,950fcc7f481341ac1806ec3ab2a947f5,"['(39,7)']",['numbers'],Argument_against,minimum wage,"Again , Sabia and Burkhauser see these numbers as an argument against raising the minimum wage ."
3052,95a2d75cf3cd3457d3f874754460a776,"['(20,12)', '(145,9)']","['labor market', 'dangerous']",Argument_against,minimum wage,"My view is that the labor market is changing in ways that make huge minimum wage hikes , like the one backed by the Fight for 15 movement , very dangerous ."
3053,95bc9ce081ac98d43ebf1a6513b4a1f2,"['(21,12)', '(69,5)', '(107,6)']","['rotten apple', 'virus', 'infect']",Argument_for,death penalty,"A criminal is like a rotten apple among the good ones , he is like a virus to the society , which can even infect others of the same disease ."
3054,9688c8fa26d8ec200913e3da45f7f275,"['(22,3)', '(40,8)']","['God', 'mistakes']",Argument_for,abortion,"( Pope John Paul ) If God does n’t make mistakes , the existence of babies with no brain or no limbs or a teeny , slow-suffocation quantity of lung would suggest that He ’s a rather big jerk ."
3055,969e00a908e22c313c381db43fda158b,"['(9,9)', '(21,5)', '(29,6)', '(47,7)', '(61,7)', '(69,7)']","['desperate', 'alone', 'scared', 'ashamed', 'without', 'options']",Argument_for,abortion,"They are desperate , alone , scared , probably ashamed , and without options ."
3056,96b824340f103d01d8a9a85c64db18bb,"['(54,6)']",['finite'],Argument_against,nuclear energy,It is DEFINITELY NOT TRUE that uranium is “ just as ” finite as dead plants .
3057,971e9597cc913014a1ab6edc76e62f1c,"['(53,6)', '(68,10)']","['option', 'betterment']",Argument_for,abortion,There are times when abortion may appear as the only option for the betterment .
3058,97612d00f04398c2af78772c30a87b89,"['(27,8)', '(77,15)']","['disliked', 'first amendment']",Argument_against,school uniforms,"Apart from being generally disliked , uniforms are a direct violation to the first amendment of the US Constitution ."
3059,97f19fdb8aacd0a57c7bf302cf058130,"['(35,6)']",['unsafe'],Argument_against,cloning,Reproductive cloning is considered unsafe .
3060,982a27529fb7a9813b67b9e71ed333b4,"['(8,13)', '(28,29)']","['nuclear waste', 'environmental and health risk']",Argument_against,nuclear energy,"Burying nuclear waste is an environmental and health risk "" The Case Against Nuclear Power "" ."
3061,985aee1d81f6ca9db076df0729cb6eb9,"['(18,15)']",['access to a gun'],Argument_against,gun control,"Shooters will get access to a gun , even with strict gun laws in place ."
3062,98fa8440a6402b785de5b98f2f0d8399,"['(43,21)']",['later proven innocent'],Argument_against,death penalty,"In each of these cases , the defendant was later proven innocent ."
3063,992881fe767eef4c8824471d9d42fa71,"['(85,15)', '(105,18)']","['gender identity', 'sexual orientation']",Argument_for,school uniforms,"Nowadays , more teenagers are more frequently "" dressing to articulate , or confound gender identity and sexual orientation "" , which brings about "" responses from school officials that ranged from indifferences to applause to bans "" ."
3064,99ce04699354b7c76936f9bc0b16766e,"['(94,10)', '(113,14)', '(146,16)']","['protection', 'domestic crime', 'foreign invasion']",Argument_for,gun control,"The Libertarian Party stated , "" A responsible , well-armed and trained citizenry is the best protection against domestic crime and the threat of foreign invasion . """
3065,99f2ed37dcac7deaf974b63fbcda156c,"['(29,9)', '(78,3)', '(82,6)', '(106,4)']","['criminals', 'use', 'knives', 'laws']",Argument_against,gun control,Look at it this way how many criminals would ever say well i guess i can only use knives with gun control laws .
3066,9a0237066b2072d425d159221746346c,"['(39,9)', '(49,7)', '(102,15)']","['increased', 'poverty', 'poverty/welfare']",Argument_for,abortion,Cutting off Medicaid abortion actually increased poverty by trapping mothers of young children in the poverty/welfare cycle .
3067,9adea146c54cefa3aa8562be09467405,"['(21,8)', '(52,14)', '(71,12)', '(158,13)']","['accident', 'terrorism risk', 'reckless use', 'uninhabitable']",Argument_against,nuclear energy,"To others , it is an accident waiting to happen , a terrorism risk , a reckless use of technology than can permanently scar our planet , leaving vast swathes uninhabitable for thousands of years ."
3068,9ae26f3ca21fe4c4c8ff17c7cf709b4f,"['(16,4)', '(24,25)']","['hope', 'people eager for children']",Argument_for,cloning,These all bring hope to people eager for children but unable to have their own or adopt .
3069,9afb43f249f1b48350f5188546d8106d,"['(91,16)', '(126,4)', '(131,6)']","['low-income women', 'full', 'rights']",Argument_for,abortion,"And not as long as we have laws on the book like the Hyde Amendment , making it harder for low-income women to exercise their full rights . """
3070,9b1525f214f122ba0d26bf8ec5b463a9,"['(37,7)', '(146,12)']","['profits', 'advantageous']",Argument_for,school uniforms,"Companies that will benefit from the profits are actually spending a lot on marketing campaigns , as well as researches that prove uniforms to be advantageous ."
3071,9b764963e27531be01b5a0773e68bd22,"['(5,10)']",['deterrence'],Argument_against,death penalty,"Thus deterrence , which is offered as a reason to support capital punishment ( "" pro "" ) , does n't wash ."
3072,9be1c783b6d640396d30d5a04c3f4927,"['(22,6)', '(29,12)', '(42,4)']","['widely', 'illegal drug', 'used']",Argument_for,marijuana legalization,Marijuana is the most widely illegal drug used in Canada .
3073,9c152d54137f769b53f59e33d5384f7f,"['(140,13)', '(157,27)']","['developmental', 'genetic fetal abnormalities']",Argument_for,abortion,"Only about 1 % of abortions are performed after the 20th week , according to the Guttmacher Institute , but many of those are due to severe developmental or genetic fetal abnormalities that are found by ultrasonography after 20 weeks ."
3074,9c2504b90256a1faf6c54bb4063b403b,"['(4,4)']",['cost'],Argument_against,nuclear energy,The cost of decommissioning will be an enormous sum and the final total is unknown .
3075,9caa2fde29863b1b800aa81411f7cb0c,"['(43,13)']",['okay to clone'],Argument_against,cloning,"As far as humans go , I do n't think it is okay to clone somebody else ."
3076,9cdfe4fa229c72c31b89425335ff2dfb,"['(90,15)']",['self-expression'],Argument_against,school uniforms,"Without the outlet of expression in their clothes , students may turn to other avenues of self-expression that may be viewed as even more inappropriate than clothing , such as nontraditional hair styles or make-up or more importantly , acting out against school and parental authority through the decisions they make and behaviors they exhibit ."
3077,9ce89a8b21790511eab5df113c833e57,"['(31,27)', '(89,12)', '(109,8)']","['human organ transplantation', 'success rate', 'improved']",Argument_for,cloning,This means that the process of human organ transplantation can become simplified and the success rate can be improved immensely .
3078,9d6d537599b4660084eb09aa2654171b,"['(116,13)', '(134,4)', '(139,11)']","['peer pressure', 'blur', 'class lines']",Argument_for,school uniforms,"Virginia B. Draa , Assistant Professor of Human Ecology at Youngstown State University , said uniforms can decrease peer pressure and blur class lines between students ."
